tool,size,metric,run,value,unit,timestamp
webpack,l-2000,M10,1,4117.58,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,2,3654.91,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,3,3596.19,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,4,3447.94,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,5,3722.14,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,6,3330.84,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,7,3259.38,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,8,3107.44,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,9,3886.66,MiB,2026-09-15T08:34:47Z
webpack,l-2000,M10,10,3197.03,MiB,2026-09-15T08:34:47Z
