tool,size,metric,run,value,unit,timestamp
esbuild,bp-react,M10,1,63.36,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,2,62.16,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,3,62.03,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,4,61.77,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,5,62.66,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,6,62.02,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,7,63.3,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,8,63.06,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,9,62.95,MiB,2026-09-15T08:34:47Z
esbuild,bp-react,M10,10,61.66,MiB,2026-09-15T08:34:47Z
